threshold,flag_rate,precision,recall,f1
0.01,0.19138,0.020064792559306092,0.6213592233009708,0.03887426604575825
0.02,0.0782,0.028388746803069055,0.3592233009708738,0.05261910405309315
0.05,0.0134,0.06119402985074627,0.13268608414239483,0.08375893769152196
0.1,0.00292,0.11643835616438356,0.05501618122977346,0.07472527472527472
0.2,0.00038,0.3157894736842105,0.019417475728155338,0.036585365853658534
0.3,6e-05,0.3333333333333333,0.003236245954692557,0.00641025641025641
0.5,0.0,0.0,0.0,0.0
